uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
198,198 - Conde de Bonfim,-43.226439,-22.924745,5,4,1,10,1,0,62,0,0,1
256,256 - HumaitÃ¡,-43.202726,-22.960477,4,11,1,2,7,2,13,1,0,0
206,206 - Tribunal MarÃ­timo,-43.174971,-22.901348,11,2,12,11,10,1,64,2,3,3
226,226 - Rua do Rezende,-43.188012,-22.913766,0,21,8,6,7,5,34,1,1,1
177,177 - Senador Furtado,-43.220415,-22.910341,5,10,1,12,0,1,6,0,0,3
247,247 - PraÃ§a Pimentinha,-43.325224,-23.003723,0,19,0,2,0,0,12,0,0,0
255,255 - PraÃ§a Euvaldo Lodi,-43.304132,-23.008688,8,3,0,1,1,0,12,0,0,1
225,225 - RepÃºblica do LÃ­bano,-43.185757,-22.907336,1,10,13,12,9,2,82,1,2,3
102,102 - MetrÃ´ Cantagalo,-43.194224,-22.976476,4,23,2,11,25,1,79,0,0,3
103,103 - BarÃ£o de Ipanema,-43.190964,-22.974293,0,10,4,9,17,1,80,0,0,4
101,101 - Leopoldo Miguez,-43.19171,-22.977519,0,19,2,11,24,1,73,1,0,2
107,107 - Figueiredo MagalhÃ£es,-43.189412,-22.966082,0,17,4,5,13,1,72,0,0,5
104,104 - AssunÃ§Ã£o,-43.185984,-22.943651,6,4,0,10,6,1,48,0,1,2
105,105 - Dias da Rocha,-43.188691,-22.973054,0,15,6,10,18,0,84,0,0,5
252,252 - Parque das Rosas,-43.351815,-23.000749,6,13,2,3,2,0,33,0,0,0
205,205 - PraÃ§a BarÃ£o de LadÃ¡rio,-43.176871,-22.898935,5,10,9,10,9,1,65,1,1,3
223,223 - Henrique Valadares,-43.185822,-22.911129,1,13,13,9,6,4,75,1,2,2
175,175 - FÃ©lix da Cunha,-43.222357,-22.922963,2,17,2,8,0,0,15,0,0,0
174,174 - SÃ£o CristÃ³vÃ£o,-43.223474,-22.910887,7,8,1,14,0,1,6,0,0,3
173,173 - SENAI Tijuca,-43.232327,-22.915517,3,12,2,15,1,0,54,0,0,1
172,172 - MaracanÃ£zinho,-43.229358,-22.91525,8,2,2,16,1,0,51,0,0,2
170,170 - Pereira de Siqueira,-43.22737,-22.920778,6,4,2,17,1,0,72,0,0,4
222,222 - Rua do Senado,-43.189274,-22.910626,1,16,8,5,3,4,43,0,2,1
181,181 - JÃºlio do Carmo,-43.202407,-22.910538,2,12,3,6,0,1,39,0,0,1
253,253 - OlegÃ¡rio Maciel,-43.305169,-23.012581,4,7,0,1,1,0,12,0,0,1
248,248 - Downtown,-43.320717,-23.00429,5,8,0,2,0,0,14,0,0,0
182,182 - MetrÃ´ PraÃ§a Onze,-43.200089,-22.909654,2,13,3,8,0,1,42,0,0,1
162,162 - Pacheco LeÃ£o,-43.222501,-22.965293,9,7,3,1,9,2,2,0,0,0
184,184 - CinelÃ¢ndia,-43.175531,-22.910896,3,16,17,14,8,3,73,3,3,3
220,220 - SantuÃ¡rio Nossa Senhora de FÃ¡tima,-43.19205,-22.912412,2,7,5,3,5,4,37,0,0,1
186,186 - LÃºcio de MendonÃ§a,-43.224546,-22.915451,6,5,2,16,0,0,23,0,0,2
188,188 - MetrÃ´ SÃ£o Francisco Xavier,-43.222574,-22.920432,5,11,2,15,0,0,19,0,0,2
189,189 - Mariz e Barros,-43.21935,-22.914512,5,10,2,12,0,0,10,0,0,3
202,202 - ArmazÃ©m 3,-43.186436,-22.89476,2,15,2,3,3,0,23,0,2,2
196,196 - Ribeiro GuimarÃ£es,-43.237611,-22.918668,3,10,1,17,1,0,72,0,0,2
221,221 - Rua do Riachuelo,-43.185165,-22.914633,0,15,12,7,8,5,35,2,2,0
99,99 - SÃ¡ Ferreira,-43.195018,-22.981934,0,11,3,10,30,2,40,1,0,2
98,98 - BulhÃµes de Carvalho,-43.193377,-22.984628,0,0,2,8,27,2,30,1,0,1
168,168 - BarÃ£o de Mesquita 174,-43.231908,-22.920885,8,11,3,13,1,0,72,0,0,2
169,169 - Conde de Bonfim 526,-43.236745,-22.928453,0,15,1,12,1,0,82,0,0,1
229,229 - Hotel Novo Mundo,-43.172841,-22.924956,4,9,2,3,5,5,12,0,0,0
228,228 - PraÃ§a do Itamaraty,-43.187208,-22.90346,0,18,6,7,6,2,55,0,2,2
91,91 - Visconde de PirajÃ¡,-43.203105,-22.984406,11,0,2,7,25,1,41,1,0,1
90,90 - Joana AngÃ©lica,-43.205035,-22.984911,6,1,1,5,25,1,41,1,0,1
92,92 - Alberto de Campos,-43.202799,-22.981233,3,10,2,6,25,2,42,1,0,1
95,95 - General OsÃ³rio,-43.197051,-22.984724,5,11,3,8,28,2,37,1,0,1
94,94 - Farme de Amoedo 118,-43.200572,-22.982509,3,10,3,10,28,2,46,1,0,1
97,97 - JÃºlio de Castilhos,-43.190429,-22.98388,5,4,2,6,21,2,25,1,0,0
250,250 - Professor Souza AraÃºjo,-43.316902,-23.007213,0,11,0,2,0,0,15,0,0,0
116,116 - PraÃ§a do Lido,-43.175808,-22.96479,3,13,4,4,20,1,58,0,0,4
204,204 - SÃ£o Bento,-43.179494,-22.898395,11,6,6,9,8,1,65,1,1,3
224,224 - Catedral Metropolitana,-43.180911,-22.909549,0,15,17,15,11,4,81,3,4,3
153,153 - EpitÃ¡cio Pessoa,-43.211,-22.980478,7,12,3,3,20,2,47,0,0,3
152,152 - Parque Brig. Faria Lima,-43.217122,-22.978955,2,8,5,2,24,2,36,0,0,3
155,155 - Viaduto Saint Hilaire,-43.204214,-22.963035,3,13,1,2,5,1,11,0,0,0
154,154 - Curva do Calombo,-43.205277,-22.973872,8,8,0,2,7,2,3,0,0,0
157,157 - Borges de Medeiros,-43.207324,-22.962884,6,12,0,2,4,1,3,0,0,0
158,158 - Lagoa Vasco da Gama,-43.209233,-22.962989,11,7,0,2,6,1,3,0,0,0
207,207 - R. da AlfÃ¢ndega,-43.178977,-22.902055,7,16,14,13,10,1,76,2,3,4
203,203 - PraÃ§a MauÃ¡,-43.181523,-22.896865,17,1,2,7,7,0,59,0,2,3
145,145 - PraÃ§a David Ben Gurion,-43.19026,-22.937868,0,14,0,4,2,3,9,0,0,0
143,143 - Fluminense,-43.184319,-22.93597,3,11,2,7,6,3,27,0,0,0
140,140 - Largo do Machado,-43.177714,-22.930687,5,22,2,6,6,4,23,0,0,0
141,141 - Barra Shopping,-43.356646,-22.999406,6,8,3,3,2,0,32,0,0,0
209,209 - Rua da Quitanda,-43.176561,-22.904005,4,11,14,16,13,1,77,2,3,4
208,208 - Av. Passos,-43.184297,-22.902012,0,15,12,10,9,1,76,1,4,3
149,149 - Rainha Guilhermina,-43.226655,-22.98522,8,0,4,2,17,2,25,0,0,2
263,263 - Almare,-43.357176,-23.010269,1,10,0,1,0,0,4,0,0,0
261,261 - PraÃ§a Soldado Geraldo da Cruz,-43.320955,-23.010153,4,11,0,2,0,0,13,0,0,0
267,267 - Terminal Alvorada Leste,-43.364566,-23.001951,14,5,2,2,2,1,26,0,0,0
233,233 - Parque Madureira II,-43.351914,-22.856222,7,21,0,0,0,0,0,0,0,0
180,180 - Joaquim Palhares,-43.21033,-22.91255,5,9,3,9,0,0,43,0,0,3
329,144 - Casas Casadas,-43.18853,-22.93517,5,10,0,7,2,2,8,0,0,0
330,151 - Shopping Leblon,-43.21791,-22.98214,11,0,4,3,29,3,37,0,0,3
171,171 - ColÃ©gio Militar,-43.22641,-22.91637,11,0,2,21,1,0,63,0,0,4
83,83 - Cupertino DurÃ£o,-43.220182,-22.986733,18,2,3,2,21,2,31,0,0,3
40,40 - AfrÃ¢nio,-43.217517,-22.986212,17,0,3,3,23,0,35,0,0,3
38,38 - Garcia D'Ãvila,-43.209282,-22.98582,22,0,3,5,21,1,45,0,0,3
113,113 - RepÃºblica do Peru,-43.18358,-22.965706,4,9,7,6,16,1,96,0,0,6
39,39 - AnÃ­bal de MendonÃ§a,-43.211511,-22.98545,9,0,3,3,20,0,45,0,0,3
176,176 - Radial Oeste,-43.222438,-22.910669,15,0,1,14,0,1,6,0,0,3
244,244 - CondomÃ­nio Vivendas,-43.339543,-23.010233,5,6,0,1,0,0,3,0,0,0
246,246 - Barrabella,-43.345015,-23.010119,1,13,0,1,0,0,7,0,0,0
293,293 - Praia da Macumba,-43.479584,-23.03135,8,7,0,0,0,0,0,0,0,0
257,257 - MetrÃ´ Jardim OceÃ¢nico,-43.310954,-23.007348,0,21,0,1,2,0,19,0,0,1
70,70 - PraÃ§a SÃ£o Salvador,-43.1798,-22.93403,3,18,2,7,7,4,23,0,0,0
201,201 - AquaRio,-43.19325,-22.892672,0,15,0,0,0,0,4,0,1,0
337,251 - Campo de SÃ£o CristÃ³vÃ£o,-43.21942,-22.89841,14,5,0,1,0,1,3,0,0,1
338,288 - Campo de SÃ£o CristÃ³vÃ£o 2,-43.22044,-22.89562,19,4,0,1,0,0,3,0,0,0
304,304 - Marechal Jofre,-43.265701,-22.918949,2,5,0,0,0,1,3,0,0,0
336,318 - Maxwell 431,-43.247541,-22.922514,7,9,1,8,0,0,17,0,0,0
340,243 - Rua SÃ£o CristÃ³vÃ£o,-43.21728,-22.901789,5,10,3,6,0,1,37,0,0,1
343,320 - Silva Pinto,-43.2477,-22.9163,10,4,0,5,0,0,13,0,0,0
342,302 - VoluntÃ¡rios da PÃ¡tria,-43.18683,-22.95221,0,10,2,5,7,1,67,0,1,2
314,314 - AABB Tijuca,-43.21365,-22.91919,1,16,0,10,0,0,10,0,0,3
347,353 - Janeiro Hotel,-43.22268,-22.98659,18,0,3,1,19,2,23,0,0,3
339,322 - Tijolinho,-43.25157,-22.924527,7,10,0,4,0,0,13,0,0,0
295,295 - Clube CaiÃ§aras,-43.2132,-22.98063,9,9,4,2,19,2,45,0,0,2
313,344 - PirajÃ¡ 153,-43.199943,-22.984553,9,0,3,9,31,2,45,1,0,1
352,328 - Chafariz do Lagarto,-43.19511,-22.91173,2,8,0,3,0,3,14,0,0,0
351,312 - Lavradio,-43.1832,-22.90921,0,16,14,15,11,4,84,2,4,4
305,335 - TeÃ³filo Otoni,-43.17902,-22.90013,17,6,11,11,10,1,72,1,1,3
349,130 - General GlicÃ©rio,-43.19166,-22.94019,1,10,0,4,2,3,29,0,0,2
350,310 - Bairro de FÃ¡tima,-43.18829,-22.91656,1,17,4,3,7,4,19,1,0,0
353,211 - Quinta da Boa Vista,-43.222671,-22.909385,9,5,1,13,0,1,5,0,0,3
357,291 - ParÃ³quia de SÃ£o CristÃ³vÃ£o,-43.215529,-22.895927,6,3,3,5,0,0,37,0,0,0
356,284 - PraÃ§a Waldemar Costa e Silva,-43.217758,-22.907086,11,4,3,14,0,1,39,0,0,4
354,218 - PraÃ§a Pedro II,-43.218258,-22.904475,10,0,3,10,0,1,39,0,0,3
355,258 - Largo Pedro Lobiano,-43.222834,-22.899794,9,2,0,2,0,1,3,0,0,1
362,341 - ColÃ©gio Sion,-43.19518,-22.93822,13,8,0,1,1,2,4,0,0,0
361,325 - PraÃ§a Condessa Paulo de Frontin,-43.2092,-22.92444,0,17,0,4,0,0,5,0,0,0
364,315 - E. M. MÃ¡rio ClÃ¡udio,-43.21128,-22.91744,20,2,0,11,0,0,10,0,0,3
366,321 - Boulevard Rio Shopping,-43.25074,-22.91878,6,12,0,6,0,0,13,0,0,0
367,327 - McDonald's Off Shopping,-43.23444,-22.92302,4,17,3,12,1,0,72,0,0,1
363,275 - ASBAC,-43.25465,-22.92402,2,9,0,1,0,0,11,0,0,0
372,340 - Praia de Botafogo,-43.18253,-22.94583,1,13,0,12,6,1,57,0,1,2
373,301 - Bartolomeu Portela,-43.17622,-22.95085,1,12,0,8,4,0,68,0,1,2
71,343 - Domingos Ferreira,-43.185557,-22.971272,2,13,5,8,19,1,82,0,0,6
287,287 - Dez e meio,-43.463301,-23.02722,2,7,0,0,0,1,0,0,0,0
148,148 - Bartolomeu Mitre,-43.223721,-22.981574,11,3,8,2,23,3,38,0,0,3
111,111 - Siqueira Campos,-43.183725,-22.970306,1,16,6,7,20,1,85,0,0,6
28,28 - PraÃ§a DemÃ©trio Ribeiro,-43.175519,-22.961823,2,27,4,8,21,1,63,0,0,4
150,150 - PraÃ§a Atahualpa,-43.227707,-22.988057,12,0,2,1,17,2,14,0,0,1
46,46 - Clube PiraquÃª,-43.216724,-22.96642,7,16,2,2,9,4,3,0,0,0
262,262 - Jardim Marapendi,-43.35092,-23.01011,7,7,0,1,0,0,5,0,0,0
375,346 - Av. MaracanÃ£,-43.231146,-22.917395,1,14,2,15,1,0,68,0,0,2
376,357 - Teodoro da Silva,-43.2570098,-22.9198552,1,10,0,0,0,0,9,0,0,0
374,300 - Fernandes GuimarÃ£es,-43.1824354,-22.9547326,4,10,3,7,5,1,85,0,1,2
377,249 - EdifÃ­cio SÃ£o JanuÃ¡rio,-43.2259274,-22.898963,8,11,0,2,0,1,3,0,0,0
25,25 - UFRJ Praia Vermelha,-43.1763587,-22.9529579,7,10,1,7,4,0,70,0,1,2
379,72 - Promenade SÃ£o Clemente,-43.1909853,-22.949928,3,14,2,6,6,2,64,0,1,2
370,303 - Carvalho de MendonÃ§a,-43.17886,-22.96564,8,6,6,5,21,1,90,0,0,5
24,24 - Lauro MÃ¼ller,-43.177169,-22.956292,18,4,3,9,12,1,79,0,1,1
52,52 - Medalha Milagrosa,-43.212431,-22.915634,15,0,0,9,0,0,9,0,0,4
82,82 - Antero de Quental,-43.223151,-22.984952,25,0,6,2,19,2,31,0,0,3
383,323 - Rua do Bispo,-43.2131325,-22.923537,0,11,0,4,0,0,8,0,0,0
369,292 - PraÃ§a Desembargador AraÃºjo Jorge,-43.2972309,-23.0103797,10,7,0,1,1,0,9,0,0,1
381,245 - Rua Sabino Vieira,-43.225704,-22.901672,5,10,0,3,0,1,3,0,0,0
382,319 - Visconde de AbaetÃ©,-43.243872,-22.9158049,3,11,0,10,1,0,48,0,0,1
185,185 - Rua da Lapa,-43.177851,-22.915535,2,12,16,8,9,3,29,3,2,1
100,100 - Souza Lima,-43.190875,-22.981799,0,9,2,8,22,2,32,1,0,1
384,106 - VLT RodoviÃ¡ria,-43.2074682,-22.8991715,6,9,3,4,0,0,34,0,0,1
76,76 - Baixo GÃ¡vea,-43.2252855,-22.9731047,9,9,9,1,15,2,20,0,0,0
93,93 - PraÃ§a Nossa Senhora Auxiliadora,-43.2220416,-22.9778842,14,0,10,2,23,1,36,0,0,3
371,311 - Sinuca da Lapa,-43.1823567,-22.9141346,1,14,14,10,10,5,46,3,3,1
183,183 - Defensoria PÃºblica,-43.169304,-22.9088639,0,15,9,14,7,1,37,2,2,3
200,200 - ArmazÃ©m da Utopia,-43.19071100000001,-22.8932617,5,10,1,2,0,0,6,0,2,0
360,324 - Aristides Lobo,-43.2087311,-22.920515,0,11,0,5,0,0,7,0,0,1
365,316 - Extra MaracanÃ£,-43.2397442,-22.9278852,7,4,1,11,1,0,79,0,0,1
61,61 - SESC Tijuca,-43.2422748,-22.9243556,0,17,1,8,1,0,73,0,0,1
391,270 - PraÃ§a Professor Francisco D'Ãuria,-43.2588392,-22.923931,4,11,0,0,0,1,9,0,0,0
404,350 - HilÃ¡rio de GouvÃªia,-43.18286,-22.96971,0,23,7,7,20,1,86,0,0,6
358,317 - HUPE,-43.23741,-22.91383,1,14,1,11,1,0,35,0,0,1
125,125 - EdifÃ­cio Argentina,-43.180859,-22.942719,11,7,0,7,5,1,51,0,1,2
122,122 - Botafogo Praia Shopping,-43.182595,-22.947821,6,8,1,10,6,1,68,0,1,2
254,254 - Museu do amanhÃ£,-43.180564,-22.896688,5,3,2,7,7,0,55,0,2,3
232,232 - Parque Madureira I,-43.340157,-22.870154,21,8,1,6,0,1,11,0,0,1
187,187 - Extra Mariz e Barros,-43.223971,-22.91791,7,10,2,16,0,0,27,0,0,3
378,354 - Quinta D'Or,-43.2203959,-22.9057994,9,6,1,9,0,1,6,0,0,3
416,358 - PraÃ§a Gabriel Soares,-43.2344362,-22.9309236,0,15,1,10,1,0,51,0,0,1
389,71 - PalÃ¡cio Guanabara,-43.18317,-22.93894,3,8,2,6,5,3,48,0,0,2
146,146 - PlanetÃ¡rio da GÃ¡vea,-43.23102,-22.979209,2,13,9,2,19,1,25,0,0,1
96,96 - Posto 6,-43.189385,-22.986497,13,2,2,5,19,1,18,1,0,0
11,11 - PraÃ§a Luiz de CamÃµes,-43.1746,-22.92074,10,5,4,6,4,2,8,1,0,0
137,137 - Tucumam,-43.1744096,-22.9353419,15,1,2,7,7,4,21,0,0,0
17,17 - Oswaldo Cruz,-43.173577,-22.938452,16,2,2,6,6,4,22,0,0,2
442,349 - Instituto Benjamin Constant,-43.17109629523261,-22.953379467196385,9,1,1,6,6,0,35,0,0,0
421,216 - Maison Laranjeiras,-43.18356057861562,-22.93301573562985,1,20,2,6,8,3,24,0,0,0
142,142 - Praia do Flamengo,-43.173542,-22.927129,8,2,2,3,5,4,16,0,0,0
264,264 - Alfa Barra,-43.364867,-23.010788,3,7,0,2,0,0,2,0,0,0
241,241 - Posto 4 Barra,-43.325769,-23.011268,3,12,0,2,0,0,12,0,0,0
240,240 - Windsor Barra,-43.3212711,-23.0121746,11,4,0,2,0,0,12,0,0,0
235,235 - R. Tenente Airton Pereira,-43.301609,-23.014507,8,6,0,1,1,0,11,0,0,1
234,234 - Pier Barra da Tijuca,-43.297974,-23.01446,12,1,0,1,1,0,10,0,0,1
237,237 - Adilson SerÃ´a da Motta,-43.309691,-23.013687,12,0,0,1,1,0,12,0,0,1
